ORDEM;NU_INSCRICAO;NU_NOTA_MT
433;a35136606c113999b27de9778ce8e145fe8fc33f;492.9
434;c33eaab0a5f21cfb2efe88af1bed3f319a3d2e93;543.3
435;7a87878c61287d30759dd0ca6bb1e67e13f52936;404.2
436;5e1a4adc58cde1f87e297df7fc1eaae7e080d76b;471.3
437;572ee609d98fc10c0a0d28d12e5a58fb2e7ea339;382.2
438;60419379fc21e9f483d8aa8a6bda67a04d4a9770;442.5
439;c2b7cf11f0ee508a93cce525126c8e06ae90ced9;399.2
440;2dcc44cb2cd65b82c48ea3ebea118adb00c12216;
441;24ac8790569cc2fda09e77f7c7ecfc171e1e277b;
442;a3c6852c9097b7ba8e6283188f92a7625b2c2a82;377.1
443;c99b2f7542e082eb9038d2d122cb704d74535b0d;612.5
444;ed79d3cb4fae57560167affbf2bcdea550c49d10;408.1
445;a3191961351223d1fcbecc98321fa3eca60ce604;503.7
446;72d3df2f6e4cea3ce99d1f4144fea081f0325130;579.7
447;c0867ac5d292327adda598fbbf10170085ebf26f;386.1
448;547745d329e941d07d86c1a5f3544616cc28e687;370.3
449;d9bf89ec9628f0c41274b66d65f6d9b1f32a1af8;460.4
450;361759aea35677e75378d8822906133c2c30a177;445.8
451;de31a6d8207242832f5d64bf59df1c2a1227bee9;608.2
452;207512ce55d5469a4e753dc0e83af69e35ac0d1e;502
453;af2da2db8bc24ef97cc4357b6e7d22713502377b;
454;c661217dc7dfc23d80fe40c09cd7449fe10290ee;
455;244e902a0441cce7ee65105a88aa6a2e4a9ef5e6;
456;28e47981973460156c9adf622046fcd1f59b4448;459.4
457;b3bf10abc3ab1bdfedf5962bf83b9015aaa8102f;401.3
458;150d56a23ae7a9543d7292469101478aa09e60bd;
459;0bd0fdf432448000e269d33308299fb04dcb6c13;354.4
460;18e3c801034ff6e504301e2a0e7e6dbc60642a6a;547.1
461;c24f2ee6d20d77a00d1ac6ae37d7c86f7a5c63f8;380.2
462;b2f2e3cb77815815eb8d778ed1accfe1471e70ab;531.6
463;83eea8d199664769abf40a951d1e2e34e3cc0339;470.6
464;884a65a51a2cf61b6c40ea120717690c22e0ac78;466.6
465;be78d80960c206bc4bb1d7cd5380e530b9b8a8e3;552.5
466;3d850e44f92dd9b72e59beab1a7307cdf0674c07;
467;60e1e099f34c351edf7283a7ebf9622f557d6dad;
468;5d386e847ef9a9dc5ddc1cdc72aaf910b3af5408;
469;66afdde33a9dee6d1973a402325278c14ac3bb97;449.8
470;dda400394b0be9d7c2a770d46bcb2aab0d58f4e7;418.7
471;e15ab836ed882398eebcd335d1f05bb3b05b549c;462.3
472;bf34c86431999cc270770f1a6780fb1bebb9d7c2;554.5
473;448dd5eeb4f639052226d5c8423ae59c2d47b2f5;358.1
474;a43788d6b75efa473e56bef8337017a20d2dd2f9;456
475;65b1d6360084594805b3a7d6d9352cd30690f124;464.3
476;b1d67df621b3631694f44fdc2c6c5a8028febdd0;526.5
477;7c7d077b03526715b6170a0301fd5060e81d42bf;426.8
478;1dd5324536319883e99e4f73dcc921b63435dcfa;442.1
479;dcafc1321758f9a56e55b022bb571e4473a4c39c;
480;3cb8497f001483faddd869f7864a9956396297f8;438.6
481;984f05adc4304c7075faf5ac9003ddaf2d81a7aa;551.8
482;dbda8372bb87770b3449dff1b85962192a59adfa;387.6
483;6b7763b3a6fbc3ae75df27a09fdfbddd3106963d;350.1
484;0fa5ff17530e7451fa9fd64d18652d6320bf2348;427.9
485;6fc83d1bd653bf26ca60cd488f2f965f3ac4dc24;560.7
486;ae620d545b52e55d9f7b86c6e4d12b48cd52f69d;480.6
487;91e3176570f8e348965fb0dc0afad692d3e98d5c;376
488;6f9c1dcc32147095e7e559a371bb15c0628c4d20;
489;341d833af3f9c239334fcd5637a57da28533fe71;520.8
490;904489d061003dab6797c43b9d48c41bfb06cb1e;378
491;8ac828bb2368a4a2528b88587dd2c6499383a3f3;417
492;ab4c47954c410537f7519ea2b67d49102c9606db;441.5
493;6b8c80d28de06a9ba27d680a1c1694e933281feb;378.1
494;406734590bfba1945c4c80c0d8e69a96e628e399;426.9
495;7d0738951cb648c94d96fa51decddffe439f0036;376.1
496;dae01be2dbc058ea4a3208442d788c53eccadae4;414.8
497;8777558777071f13b5558fd0ffef1627c566b896;482.7
498;8d090da1747648f4fe2c9cd6743edd81179d0b61;
499;4d1a0e1977cd01d65cff856861d33f6df0781159;632.6
500;4c29d5913f759e503efae77c531a713d48dfb512;791.1
501;71656e984e5900388a871e28231ec0ec5a444146;416.2
502;3cbc8d8a5851feab2db1ac7369f6630413079843;
503;a353ea11320b4802523c6ae6c8164938eb2b802a;
504;b4191763e4173dbca84d4cc34590340e5b041cae;501.6
505;73f873309f2718c36e08e1e5029dfcc9219576b6;
506;f46cc938cba8bbf138d0013185cfd6522e9dbb9f;651.1
507;aadfc4396859fadbd1bcf672ac84f32add9c1cd5;380.6
508;4d970ec3e7f123b1900c27a701069dd33c8a474e;548.3
509;87b66cc3fc0b0ac5a8ff2c57d984800ef4be6ba7;
510;fbae7d665ffa1b2a21785ac3ccd1c293f8c171c2;427
511;383d47287f1f9131c712d900007cde00f724f373;
512;c838431d211dc344cb2657ff26cd77e4dd926942;
513;51d5f1b95dd9185954c1bed874c20f46e01d8845;466.1
514;789ae94f2fd0b45ac66bad60f6690c2b82f38448;380.7
515;a0d326e626462c4a601af16b078495a6e870942b;527.2
516;a6ac87d765fe355c1b1081833a956e24bfe5915b;398.5
517;c123bde3176bf0e9d6d86627a6ba3205dbe672a2;381.9
518;cd96dc371a0cd3efc9d5a48e3fac03d6d342371c;
519;ef527bdb3329cc1fa5bfbac5498d8c66f0393b2e;405
520;ba619ed5b6854b4a2869828ffb090faabbd7d09a;403.8
521;3a14f312bbee908f535a82e1a47a539f03d6cee3;450.9
522;bd9ef7938a0556cb122d055773c39685a181d912;
523;790ff0f9f2ee634963969f7fe2448017c10deebd;
524;fc8278b475582a93b49af2426f5888018c8ec6e3;582.5
525;1453df21fd2e4792920c49abd5f36eb4c72fcf13;
526;713f8974c1bafbb8e0592d9e0722cde459ab24bb;744.7
527;71af83d5bd8eb5f2d3c6a2cfc40c8aa239f07599;
528;3ed54877b9be1c8f7136c6c8441c76b671674bd3;492.1
529;c09f5e2c1ed05a868af4323583c9de0d20280aff;460.5
530;4ab175591b239f3f86cc7f9bd62d2d6d7ea3e8eb;
531;6203bbc698b8c8e9c0619da7301f36da3ac76461;554.2
532;26dfdf76bb763318a84ed31663759298c8f49999;601.4
533;eeb29498d7cee1511369b3623b441e3028300aab;697.3
534;bf4f76c53afc43e19621162673c2c3f4b264418c;394.8
535;69e8afd472d12e634a8257d6198da16316018c60;
536;c9af190e0405911dd086187740f49137201a060c;474.2
537;170831399746d862ebfa0c44a9705fb11e5d831f;578.4
538;8999203ede992540a7d48ebf4abce1f56bff1ab1;568.8
539;d32b953ff718dcef90e0731c5b32868bb30d647d;385
540;266be7b9fd0e5745fb8287d44e2643bdcf1e5aef;496.5
541;634e358b062f58c7f4c22978a3cc8db2d4282df7;693.1
542;c2e6135037f404fe938d2dfd5e8e6be5e459567c;412.2
543;748be29c3e35cbddfeeea064f6fd770ff5d6cb75;471.3
544;e186c68463980065df645636e6f956e84432aeb7;
545;8037af3448d58d913ace995ab1ddd4eb2bb9a765;547
546;41f910f81e9960679ba59d208a8ea29ab7ce2080;
547;d0cf7258d7b7add6d3d49ea47dfa0ab85da6097c;589.8
548;e047ba25a7116b15714ea0b98a617d7a031ad035;
549;0a2820de86f84af0dd238cd54707ea6bd50b31d1;494.2
550;46f6bb9eb9221257fa8ea43a0fb8e7b159aee131;643.8
551;978b1c4154d4a7e99e1760da7ac308dd88669ed9;
552;ec5b8d71a287e4dc7f831f1269c0d228dce772ad;540.5
553;5fd108daff628d38871c2995b390255ec9a049c0;605.2
554;39f5cda737209e3c74cef6fe0750828ed9642f34;342.2
555;a3b24aa3ceb419ad1872face80d6e9486dc17455;
556;a001200117a017074483ae179c55c3b2719c3545;397.9
557;fa785a44b360ecd722053abf6d10c7375aee83b1;427.7
558;bb4b5269dd05d97cd02443069a2d56cfc02a8711;541.9
559;cb4e507ba3f9fb561b4916a1277476eefd124920;396.6
560;708a70e679ba33319063ce555e7f487e4a7d9b94;381.1
561;8d72f50585502f3882a334700755258b332a9694;471.4
562;87a5bd74b01efa73a68114f1574ce632027b7d32;466.1
563;1611e5861840a45fe8fe7d45457ce4825e6d3eca;554.8
564;bfc81afacff3977e4ea3d1384f196123b01e8e80;566.8
565;f46aea099e52f3b19945237bf36945077386d07a;
566;534d7d68ff266c382a8ed3b123bc9988c94c9976;739
567;7897a87d95b17d78dd6bc79d8782f1e25b6711fd;
568;6cfd6df192ebfd65bcbb2979bcfce88e067612a1;
569;9918e2406d4969b0d62ebed83417915cfc79ee45;
570;093a563b331c937c6b505186406411e153d62c42;421.6
571;70f0e0523b9c9a068a1ebc7865eda190eb438a70;381.6
572;0b67f713005c40ddbd6d42737b44407971e4153f;
573;e196500f0b986fd3db1ffb4d9e9e9ed472984846;472.7
574;512625c00d358d450ab6f11e1b8a9ff3eb57cf75;
575;02fbba73f15328a96130a6d88f161df05d3dc497;
576;9bc1f51d5afc59fe8e65ba4e55c0f4760ffd8105;372.5
577;adbf57ee1924e81e0b66eeff3609dfe1188de9e9;571.4
578;920f700294f9ff5985930d59496fa0701e47c306;337.8
579;0dda10035204c21db587e00bbe23d6e4ab03ce73;
580;8a5f598b5319f270447b72dd31bd678bca762e3b;
581;80a96299d20eb601c9d259d804fc99b9b832e7b5;393.7
582;3cbbb901b8393b1613893e9d7ef0793198ebbea6;555.4
583;71f5e33f4bc403370a3d4c4844bedad83775575f;
584;ed18de73946d1bb31dd211f192f87444a5adf6ca;396.1
585;a22df86a5aede822f1c41ece306eb61e242e9a8f;476.9
586;71c3dea41e257ae520dd4d0fea859f0d751cb511;
587;31f44d0062d0d0efcaf4e588ff85e68e8efba3bf;
588;b33b0a6c9f1e798c6e5e7e3a0563d252e30be7ea;695.7
589;44439af462ab57125acce5bd0538805f414fcdcd;411.9
590;58e64124306dc3dc06a0f726844be25797bd33cb;380.6
591;326bd54c94065f7da8fa6e9976ce3c763a21256f;363.4
592;15ad7758ee3bc072f2da40087fa37918d52496a0;528.3
593;0f76f211cb37c30ac1348722360567d125ff1e33;
594;1ca537b4ffbb87a4cbd77b0bb75e722af8870ae8;456.2
595;4544d6fa58090f41ff0e7d458e25e4504d04e1cf;
596;f1ae4d95b834f9a4693a039a391137baf8999686;420.8
597;349e37e8a9c866ab7b17655b5686b1ce7abc5e5d;354.1
598;17687eed26367e383aefaa0bfba005d3296fa3dd;429.9
599;3a5a181d01d5c803d951f8e75ca9b5a429490f63;451.5
600;2421f364535a09d22cef64ea2bd96cc3cf1842a4;465.4
601;35239d16208c1d8f236bd10284e18dac6570471b;490.1
602;83843eeffeff0586c3945a58ef5c3630dcea1719;447.4
603;5d0d02d67739a3c6b238ff6c158422e1d6317731;463.8
604;715af6c625c8ea8241ba24cfd1bfed0b743442e0;420.9
605;38a77c1403d187b2622fb34c5b2ff6f9967568aa;
606;98df0ea2118fbf84dc538dbe48a6e7cc3d098d40;398.1
607;f4018a02db10b2f1927337db6e0808cd8a0bdfae;385.2
608;b05151d3f88f4e43d050e736bf15e43ffee7a77c;388.8
609;ebc61af8c975c229f435d187dff3c59db88666df;410.8
610;7236c86c66005434c12f4b0c6d5e7c18cee821f8;440.4
611;b6e3e35827e0c05e5644e1b05b3609388209c057;
612;bc0bcf6cdaddbf2e921a5448d72deb4fb925b4c6;651
613;cac56dace9ba163427cc0fe87242f7ffe47d07e6;590.1
614;1585ff3869e17906468c241c2f8938154e2dbe88;392
615;a228abd7012d862914016c463d815144210e856d;
616;e6c073caa4e53af4f668d51a8189b07d56bb234c;555.7
617;21665df585446d23b2e4ef17cb704b10decba0e4;654.7
618;213f5101db99b61442a55797ee5cd3d59912320e;434
619;a86ac1fc7acd7884f9ccdb83a91e78a940dbde1e;
620;684bd78cc379929d4b872127353cd085904d57c5;437
621;034056bee9f5883c66c3ba991456479393c811b9;469.7
622;45b7e956e771a21b7cf1921bb3c7726f303d6ddf;757.2
623;f800a3d26f6efec9a3842a9c832b5317fd3ef979;417.1
624;22a474e73ed22e44a70359258008ebf523d65f1e;
625;e1c1607293ded9d7a6d8fba6287239aab67c3963;446.3
626;5ac6530bb6a3d0ebbb7df6d178f0e50fdfb1c2a2;
627;fce19c1af03f03ac91e0a819b7f8967e6b1940db;
628;7c0266995c12ab00629eeebeca0e80da89daf89d;397.9
629;0dba0c445132b274517210025957f9eb860cf6c5;
630;133bcdd8c126feda2ba95b231c8df60a06052162;397.5
631;40aaef0581f76c1a05a1ae4661d9739a41769c36;
632;65f40a2e2085bfbc58e1e7627c11ef1cc0d0dcad;630.4
633;83fc8ca30209ffc14d10dbb71f5d4b605d325659;512.7
634;57c59205225f745a049cbba43d7c2e967c0ffbde;403.2
635;dce52fd33d65726e0f0b044a2a9cbcd2c1fcb7f8;
636;57809d6d9934c5f4d282740a8379889bcbe6e849;488.9
637;658068e8ce985ff109a71858c9fdb2d76cb1ee5b;477.7
638;57736a3de0b26e42e9721e1452829075f17ab398;
639;6f21a248f4750c64b4b14c61abd70ec880eb33ca;
640;42fb83c8990c84668dc6b52844f4cd7cff75715e;549.9
641;1052ae9193f2dc381ad2d1a3dd54e5a9add0f7a0;453.8
642;d7599281fc2748bd5b5b8606629510f9935c4270;347.2
643;a57e30d661447267f6349d492efd357d0e2d480a;474.5
644;b6c35f8b280f8d9101894778602aedc912995de6;574
645;45091c80a966611338cdd2e80c899fe130e8806e;399
646;c962b1f8882127d6377dcf77a6cac698a67bd79d;
647;382c157d8715f9c37927687f3b567cfadb7c69fe;436
648;1247aaa98cdcc3b867e438f748f5195722bc6bd2;411.4
649;81874c5aa226a83531afc3f92f16af30d435d350;374.7
650;a7b1ea591b3a3003d6f9061349b4685cb4bd12a6;565.9
651;e40d9179cedeb37189b3b36bf0841ee945a83ab4;
652;6c13e655d8b4b184fb530560ff49f67b37098152;382
653;8e4fda87f6eebb610a1914cc4973cd652752edca;487.3
654;1274d02a0b7aa18cb80a152ac9debf313b4b5f1d;445.8
655;68fdcd70903aecbf2fbb729cf335fa5a39159a1a;417.8
656;340135447739f73f0f7a12699b4c25f91504c7fa;357.7
657;710c159ec01af0e69238666e89a28bd00a0e6607;615.6
658;e860ecd2e1a81dd32b8823ce3ebfb9b43df24f53;
659;e9c52d0aedb8f08c88e4ec178be48e328bd835b1;461
660;48e9a4e5fea8f2293dfb34123f4c88a222c521ba;
661;82dd86d9e57ac3ec10ace2321d581bdd9eb89deb;413.6
662;7c6c6ddb42f03a16cc24fed9abd0b8f165e6e6c0;459.8
663;ac5bc2aff21ceeed85554b6556ebe37217927897;449
664;dbb0d17cc4b5129631c255f3b0de314a9027661f;510.7
665;c851110dc27c12daf8277aaa47bc6e0b4512dc27;492.8
666;093c3ef0a6781e5ce129904cf2bc9ce76d682ad4;524.6
667;0a6992e6333a20bff16f493ce868065b88157120;382.8
668;da6f80d9f246d9eb1659c5c60af84821b3115d57;
669;90a901a19f6ddf718020bd3cb704908b69604ccb;
670;829efd972b2b4f3f3a0dcae86ef779f47f2075d7;600
671;fc7185aaa7117eb63cf5c29301d91f8bfb653811;543.7
672;b51ed981e6e588bb6f1705220fa98d27d7ac6da1;422.1
673;2a7e2c4be144e52f7c273acedefb117886afa613;566.1
674;b6030a7a94bc294618fbc37e018dc3372ae7d678;380.8
675;f0d4059f6ab381fc17e855559b329969cb689f23;371
676;6d12f71dc0a600142f78f5272be5bceb46ce01dc;419
677;aa1963746dc30a7a62f544222842e633648d8e66;538.3
678;755af1273b4d18a89766bf103dfc49e7233b64d0;795.4
679;0fbf54067f3c54fe616b70a65b82fe484391f74d;762.3
680;6d96026b68626a2437059b21f1b43f71d3c2b445;368.9
681;f2fb95fcb2d9247b7a6df17173c81d8b8aecf2dc;
682;7b1f96206add82037cae7e7e1c487aad040feadd;403.5
683;ef87f47d179536e542e2d6773d974844e50e2bb6;
684;6c5200d513f3229003ec1cc220ed3ed98b89b663;555
685;d109269242cc60736f3093588f51531480e8d877;441.6
686;b8f2539187cf502ea798610678f7f5fb3d0b0313;738
687;c3703a010484c31d96e64fe2161f4206b5a68f89;412.4
688;b77b2f6645256cbd15128601c229fb19502aee2b;
689;0c39a91ce81fb22aa124457cbc864360a993a0a5;410.6
690;4cceab91ba8bfef0240bb1633a307208d0337c57;
691;2f7f5e735d285927b0a3267dfce4fa5c8d784501;
692;6ee8f19de6f15bf2109e400f4d4f514750a3f997;
693;08bc38b304b8d5515497e23a3d1effcaaaab9631;746.8
694;d1b5fa6c645d06eabda04a63139cc32c2db6fcd8;427.3
695;a0b9159ff7d487242e870926057147adf37778a0;
696;5b0be7ab6cec2097e58a589d4f2b8cb917a04f48;441.5
697;c58c313806e4e4edb0bd44d1474f3a5d401d80b3;611.4
698;8aaa8e07f4cf39d6966c873b5fb59a9c54b7770c;422.2
699;efba1007c92b94140db04770c984ea707a3265bf;381.9
700;2a801e4e2f4717c700c3a1b41621a53a8f5e9358;
701;9357ffa5dc1beca36ca0e8c613383a21eca3e4e7;
702;9fa616609d784a213817598e4733b9ee3f966cf3;493.7
703;0e3efb5b97dadbc9f02438ad6fd34fe3da470325;469.4
704;89088406d07b20225a11b4a87eabc433c9270bb5;349.1
705;98de7758f8e34927f9cefe4431dad0418206be5b;385.2
706;577ccfde170d0b4fd4345b4ff3c18826d2da4be0;491.3
707;f679de2bd68301e63878dddf341c7fb799d022dd;382.1
708;df50810e07d62167944383de691a46f1e4c9681d;485
709;101a289d0d660cace3420b7e53e1d6d775873739;388.4
710;ae2aa9340bb5f58d69ab68adb0af5843a53b5081;661.8
711;7e2ce9b63a987cb5802b1f1c664a971404176a9e;399.6
712;2f22add0d8ae209569a90ca89441394ae408b9e5;397.9
713;e11d2f23a6458ba5d4d62419a308d1e6c828633b;391.6
714;08827cf83a6678d049f69f2e59e562204cae7f70;760.5
715;70d10f7ab70e6d92a6f213190ee8a7d804673853;
716;7c483c392c2e347dbde16e521d02e6e638854bd9;517.2
717;2b01ccd0d7167bf412309a067bf67b4a383120fb;
718;e6ae6deb35ed315b6269a9426e0449b3a3f0d01c;540.9
719;79205fb2cac75231d7055bd345735f8b191331c6;
720;1f9ee113b07acec28a2bae764d3480f8a047df4c;573.1
721;23d31bdc0f7f4aefd624fd66f19429e30a6bca2b;692.6
722;4aae84c7352d26da0f0be6d7d4ede957367f2d00;686.4
723;d33a4edec803acfdd7ad8ddbf0d836dc2959c9af;429.7
724;f249bc9098d9fa1f37c01ba54d4cff8bd3401f1f;653.8
725;d95bfcdf44f1c23012430db8c7239765b761d1c4;501.1
726;66b6d0ab5e4d9f0bc8faff605e2d24020e6e38f4;471.7
727;641f5f88c2e52aac93ab7a84d0032b12429c98c8;
728;2c5ce92aeaae50e006923960229fc2b005c826ca;
729;3788edd7ab59451df7bff6774dcbf382ffa5226f;
730;3d82cf5b3108eb126283713fe91d44f373f962d1;439.4
731;c3467c5a66347c1835b37940057fbacb7707e0fe;539.2
732;888790a623ffc21e5b7c859f80c56a05e5070ab2;618.2
733;4a5de1519e761f4e6d21bc14cb8ef48f1095f17a;502.1
734;de7306be585908cf549308156a9c5f49f7c30f44;397
735;0d038ec261d7cbd9a2f20b37bebf53e7848638dd;493.7
736;efb8ccf08c7f83aa7c195e1c5b2235d7a1e536bd;473.4
737;bd51b819794863a0e3970a451241afedd7b561e3;
738;db2446cbdee2c67dbb40ea66ee0c80ec5fcbc078;437.5
739;2cfa2c2de0a06712f9dc294a4dbf8fbcecad4b3d;
740;ad26cf56e2032ef1ed8a3bfe6ece283edbe1982d;602.9
741;6a6d2cd2e6f3b6b76d7df9c879db41d6bae27d39;
742;e6bbf49ce6753c0302da125022a51cf532983467;378.2
743;6ba838e59fe2b7d17ea52b3bd66fe57bde127cb4;461.8
744;26a51ece89a110702e23c7d2ff5de753614ac539;
745;70fe88cdd2dc433c7c9441798f294486e1afd547;435
746;c1439e9aff7abb4fb3620ef3d4c93b6929828173;
747;3d8c513e2fe1c43c67ee8ea58487b7a4dae44b06;714.9
748;19a484816fd3e2fd66df62485aa439bab2ba565e;
749;b101e7bd54d3243dae6bb310c37394ee9fa16848;
750;625ad5583b9803f6c5507f65693541e6d7cec732;456.3
751;1f0dc935591fb15f32c8a56b949a0eec2aba07f5;585.4
752;280afab43220180071025294fb06205745cd3b84;585.8
753;b275bfddd249f3150cf879406b334e841d2d9f7f;599.2
754;c2fe1dde12297a12a9b3592c9c1cee6fccd26939;521
755;84d2fbdad0b473a9915c9330917bbcf3f0d75155;483.8
756;77f7ac856b02df144af769c1d21c743cf666f868;550.8
757;efb4751f123b8f36c3b853cf72d5b58337ac4f5a;432.5
758;9465419acaa4e0327d4573bedb2ec4f866665f7b;586.7
759;3557654f7de2ef2828ca10c0dc6d91198a696599;442.5
760;a263917a383a6664e5c973c75d6a8bfa166776a1;
761;6580aa06e039c7e49d87de31ffca0b8a23635912;674.4
762;abed4af84fc7d38c1c2058a633824890e4f4a2a6;367.4
763;eb783886062138e5208367ad214ecc11d836654b;
764;6eabf9ba0fe2510d7813ee190e96a27f7ca8919e;510.2
765;fd37e75c5faaf2257103ce494aaaa04201996b2c;474.1
766;5ef5e13d071705c935e65318e2a6fdbe146b94e3;
767;fa949dc9638ea1556b7f40cd2f31ac33d98fa3d6;478.6
768;5541251cff9fedbdd134a8d8b4810e9b2ede24ac;473.4
769;0ff691ea27d515c8bda1ac3eb8f156b6618b5296;
770;74792013c113b7ffbc45d7c34aa959502247bcc8;434
771;8042ad8b6db79636e8f86eb1cfffbf347e0195de;
772;7dc50c93425d5bc0d95a2a5a17bccf19f32bfb23;366
773;98af3ba198b1ca26628ac2bb8fbdd8af8902095d;470.8
774;5a96a658c57f30b2e9a516456f1b4d5218950331;778.7
775;42da0f1a1b1240d1939711bf797bcadbd98c33df;724.9
776;b754fda305e37b8b19b2d405e7a14b94c0ebaacf;507.8
777;7a20c8188052425c8bb50738e6d80468c02cc13c;594.2
778;1aa674870fc394572291db7e50746c02233e4308;
779;dfb421763b2df5ca93f882348b6c04f68c07a675;417.8
780;52d1423146e50dd6622b1e3dfd2222e2879d4213;500.2
781;82729db5a2dcde050d0e387dae56b4bfa624ac63;
782;3e7f523afee79c812ab74df274ad83ffb56bc89c;
783;b0e63772c261585831ec0450765d4d9b500db117;618.2
784;f48dcc3a826f3159d9c97b1c21319498bd884221;457.2
785;ddd02d66dbda157b185a92522d4425db8a8c58a1;588.8
786;fa273e40dd406056f48609310ba2b36f3ceea875;519.4
787;37dd02ac9ab336f8ffcc936690e7cd9fb85affed;417.1
788;779e3839508c9b1681b43fa5c7862a4a12e18352;536.9
789;90ef4a5b2332847d9a51e1e86fc0408267e7716d;
790;1cd96127f7878630c6b5c77ea4f1a964ff5dfd01;390.2
791;820dc97e94acf4059b69ff52c5579246b63bb6b1;
792;bd50d7de0816d786b4e5b6ba3f1cd412ba799361;428.9
793;449d52c472146c0ca8911691c96ff500a40926e3;639.9
794;3a573e21979934672d76f3c9228cad44611c572c;572.1
795;ccc92e78eb554569c162cd0b630c3a11da74a3f3;467.5
796;30ecdc1211ab760f4ac7f48db5163ec491ac6b53;533.1
797;130cf89af714833c570a790e6d679b9882e83072;591.1
798;877da1ebb494fe6639d8c2f3b99d8ad7e61b3055;430.2
799;dbb323ae40c2031a19d0e802cc6c3eb319a76a6f;375.1
800;0b8a31d6ff84ed1ecba504ba7df1b286cf5a4d88;476.4
801;e2fe97e280f420bd766a5b40811176cf15d6e6a1;365.8
802;8a98900d105b20c9af582e6fc8c30c39d5e2195e;488.3
803;127d1d527866f76deab6f044653840a3cc910fcb;446.1
804;df2b99af6411b7e0b52e3434e183940283d45afd;602.3
805;939e68607769e6e6d3e065e3d28fb76fa32f9d38;
806;5a9dac1304fb6fec6d2b8e10d8c4a6f3240fdeba;453.8
807;6e9157620268ab997d5b0f8465aa0d1eed817ed9;501.1
808;36655be347a3187d3380eceffe536b3834277a63;
809;082a94c3c58fea9b8befba0b583ed52ea0efcac6;537.2
810;42bfb617cbd7b98a72591888f545513842289629;416.4
811;1821eb44026affbdc8eef829037dd595c83502c3;393
812;c878e727e8aa8cf26bd6a55a125a14b25e88ffe5;378.5
813;a2f4100f9d8da434e28573e77ef35bc6e62bc317;675.2
814;872b790d3aeb4f4d76bab942df6e64433ced395a;524.2
815;64124b0dd382f608ef90fbf5a0875e282c13ff14;723.1
816;48337d6c63431a4ed5dfbb89ceb1a743c7f1e418;
817;c33ca5e5abaf75fe4062b0336beaae458b23f565;497.6
818;f0c8b7b76df1893ecdf81b659ee581f0950b4ae6;418.7
819;91648ce7d87777d29280bfd5cff4df50d9cb01a4;436.3
820;31d9344a213b700a089cb334801a18a8f45dac6b;
821;6c8a0913310dd13bcf95984249f627d553cc405d;386.4
822;e90bdcf5a4608496c9af8e003fbf1184f69a960b;623.4
823;e4a4efda989a00b93a564864b48c310a2423184f;492.5
824;720662ba5b446df0d1babd48b6b2939f6b71c6dc;
825;2e8dcaa73c7186daf3d2547cd625c4f51cb7f5a3;
826;aaa0d29c5611ab1f6b939fc767a205b8f7288a80;506
827;164fd61f48589fbdbeb39a82ad6505b61919eaab;
828;c5f5f7722e1c78ed95df775a11b592602b5a4140;
829;bedb4c9e3e7083206208428d57f3ffcafaff97c9;
830;232a6ee0fba2aec1c88437c0a085288a5d059313;366
831;9529746a7399456dfd8f3d1ef4d89fae9778a724;450.6
832;96798aaa59ecffbef3a4c619f73d920b1cb23713;607.6
833;7e1878da6de5b8143aa7d5aa752a701db96a9316;425.1
834;0e3665fe4beb28e91d21fb4b95dbbadf3436cd38;414.4
835;3a8c218e0d216f6d21315f86fe981fff068c3976;
836;290cb0a4142192d13f4c48eb5ce40faedab14a76;
837;2963adb441fa553ec16b98b75a0330cb536a1dd0;
838;b8d3f981b7d3cbc1720137080468293406b8db45;
839;4f0feebb13581065154bbb4a2b5f3e906bedec3b;446.6
840;88eea4ef36b3f000f35daaa5f2ed902cfee9f4f6;634.4
841;d5bfde7f42c178ecee1548114c781ec3379195ac;
842;0111a75cc29bbf2a38425869e9172b93bdb6c51c;498.7
843;cd97d47a77abf9e4d56e92498c835bd16572678b;
844;57d6d9f80a693112f3d891a93ed5c77f5671a654;777.8
845;99a4f29a37b44fe5f7bb082728d0b0c7f3f61c9e;383.7
846;b141685ee9f0bcc4ebaa79fcd9580072d0ccf322;548.5
847;e288983144d4f222560f6481e53a4cc551b00904;500.9
848;f31d0a14616991a987072451683fb89a5881a17d;
849;480060444b6ae5cc790f2132d38dd4197e6af300;
850;620b64013c795126752ebfc7e43c6e9c648abe81;411
851;6f0cc6361ddb4effc5c954fd261537b43850f06f;516.2
852;5a292c2c2feed80a981299640daa7ce3a3b83358;490
853;60a70b2d2daaa6b248f7a1e69996eb74830d38f9;
854;1798172f0c9bdd3eb1945ff158cf4b4e17c55478;
855;1f62d047a43e8bb49df22d40d5851f10f3048786;341.1
856;20e5f906f018295f61b6e8e6d5dcaeb2a73bbcaa;849.3
857;1cf3db219442014d4a2a0dec979e66095ec2a04d;524.2
858;13dd15821869b590a256b06ae2111fc45b71eed6;675.8
859;3c6ced0488c4197712a9e712c2868c1483416156;
860;170488b7c1090894a7c82e0bbd8e8247e41ddae5;
861;43ac545700b6e857e91f82daec2edf1165f7f400;
862;242ae5b1722fff3926eb7bf9f20bc78ef7ab5d94;574.6
863;fe8050b24602ca281fb8e47dc8f5ec82b0f6d8d8;449.8
864;d726e728e2ce60914847e48ecabfbac6d7204f56;
865;cb1037b10b1bd200ad5de377ed9cb79dd89de777;449.1
866;405905a48bdfe9506f78b6f1d6d72a9976d28b26;465.8
